TERREADELI LATITUDE    -66.67    LONGITUDE     140.02    ALTITUDE    45 M
TERREADELI INSTRUMENT   9-NM-64  NEUTRON MONITOR	
TERREADELI STANDARD PRESSURE    740     MMHG   COEFFICIENT   -0.99     % / MMHG
TERREADELI PRE-INCREASE BASELINE TIME INTERVAL    000714    090000-100000   UT
TERREADELI PRE-INCREASE AVERAGE COUNTING RATE     96.65      COUNTS PER SECOND
TERREADELI TIME INTERVALS    300      
TERREADELI SCALE FACTORS     1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
                         INTERVAL    TD      C/S    (MMHG)     C/S
TERREADELI 000714 300  004500-005000   00      96.20  738.9     95.06    -1.60    -9999
TERREADELI 000714 300  005000-005500   00      97.47  738.9     96.22    -0.40    -9999
TERREADELI 000714 300  005500-006000   00      96.13  738.8     95.00    -1.70    -9999
TERREADELI 000714 300  010000-010500   00      94.87  738.9     93.93    -2.80    -9999
TERREADELI 000714 300  010500-011000   00      96.80  738.9     95.66    -1.00    -9999
TERREADELI 000714 300  011000-011500   00      96.13  738.9     95.09    -1.60    -9999
TERREADELI 000714 300  011500-012000   00      97.87  738.9     96.90     0.30    -9999
TERREADELI 000714 300  012000-012500   00      96.80  739.0     95.84    -0.80    -9999
TERREADELI 000714 300  012500-013000   00      96.53  739.1     95.77    -0.90    -9999
TERREADELI 000714 300  013000-013500   00      97.20  739.2     96.53    -0.10    -9999
TERREADELI 000714 300  013500-014000   00      95.80  739.3     95.14    -1.60    -9999
TERREADELI 000714 300  014000-014500   00      96.87  739.3     96.20    -0.50    -9999
TERREADELI 000714 300  014500-015000   00      97.26  739.4     96.79     0.10    -9999
TERREADELI 000714 300  015000-015500   00      97.80  739.5     97.32     0.70    -9999
TERREADELI 000714 300  015500-016000   00      96.33  739.4     95.76    -0.90    -9999
TERREADELI 000714 300  020000-020500   00      97.93  739.4     97.35     0.70    -9999
TERREADELI 000714 300  020500-021000   00      97.33  739.4     96.85     0.20    -9999
TERREADELI 000714 300  021000-021500   00      98.07  739.5     97.58     1.00    -9999
TERREADELI 000714 300  021500-022000   00      96.47  739.6     96.18    -0.50    -9999
TERREADELI 000714 300  022000-022500   00      96.40  739.7     96.12    -0.50    -9999
TERREADELI 000714 300  022500-023000   00      96.33  739.6     95.95    -0.70    -9999
TERREADELI 000714 300  023000-023500   00      96.53  739.6     96.06    -0.60    -9999
TERREADELI 000714 300  023500-024000   00      95.60  739.5     95.13    -1.60    -9999
TERREADELI 000714 300  024000-024500   00      96.60  739.6     96.22    -0.40    -9999
TERREADELI 000714 300  024500-025000   00      94.53  739.7     94.16    -2.60    -9999
TERREADELI 000714 300  025000-025500   00      95.47  739.7     95.18    -1.50    -9999
TERREADELI 000714 300  025500-026000   00      95.27  739.7     94.89    -1.80    -9999
TERREADELI 000714 300  030000-030500   00      96.33  739.8     96.05    -0.60    -9999
TERREADELI 000714 300  030500-031000   00      95.93  739.9     95.93    -0.70    -9999
TERREADELI 000714 300  031000-031500   00      96.14  739.9     96.13    -0.50    -9999
TERREADELI 000714 300  031500-032000   00      95.33  739.9     95.24    -1.50    -9999
TERREADELI 000714 300  032000-032500   00      96.33  739.9     96.33    -0.30    -9999
TERREADELI 000714 300  032500-033000   00      96.20  740.0     96.29    -0.40    -9999
TERREADELI 000714 300  033000-033500   00      94.53  740.1     94.63    -2.10    -9999
TERREADELI 000714 300  033500-034000   00      95.40  740.3     95.68    -1.00    -9999
TERREADELI 000714 300  034000-034500   00      95.40  740.2     95.68    -1.00    -9999
TERREADELI 000714 300  034500-035000   00      97.80  740.3     98.19     1.60    -9999
TERREADELI 000714 300  035000-035500   00      94.40  740.4     94.68    -2.00    -9999
TERREADELI 000714 300  035500-036000   00      94.80  740.3     95.08    -1.60    -9999
TERREADELI 000714 300  040000-040500   00      96.13  740.3     96.51    -0.10    -9999
TERREADELI 000714 300  040500-041000   00      95.53  740.4     95.82    -0.90    -9999
TERREADELI 000714 300  041000-041500   00      95.93  740.5     96.41    -0.20    -9999
TERREADELI 000714 300  041500-042000   00      95.40  740.6     95.97    -0.70    -9999
TERREADELI 000714 300  042000-042500   00      95.40  740.7     95.97    -0.70    -9999
TERREADELI 000714 300  042500-043000   00      96.27  740.8     97.13     0.50    -9999
TERREADELI 000714 300  043000-043500   00      95.60  740.8     96.45    -0.20    -9999
TERREADELI 000714 300  043500-044000   00      95.00  740.8     95.75    -0.90    -9999
TERREADELI 000714 300  044000-044500   00      94.33  740.9     95.18    -1.50    -9999
TERREADELI 000714 300  044500-045000   00      94.87  741.0     96.00    -0.70    -9999
TERREADELI 000714 300  045000-045500   00      95.27  741.1     96.31    -0.40    -9999
TERREADELI 000714 300  045500-046000   00      95.14  741.1     96.27    -0.40    -9999
TERREADELI 000714 300  050000-050500   00      95.07  741.2     96.20    -0.50    -9999
TERREADELI 000714 300  050500-051000   00      94.20  741.3     95.52    -1.20    -9999
TERREADELI 000714 300  051000-051500   00      96.13  741.3     97.28     0.70    -9999
TERREADELI 000714 300  051500-052000   00      96.80  741.3     98.05     1.40    -9999
TERREADELI 000714 300  052000-052500   00      95.47  741.3     96.70     0.10    -9999
TERREADELI 000714 300  052500-053000   00      95.47  741.3     96.61     0.00    -9999
TERREADELI 000714 300  053000-053500   00      96.40  741.4     97.65     1.00    -9999
TERREADELI 000714 300  053500-054000   00      94.67  741.3     95.89    -0.80    -9999
TERREADELI 000714 300  054000-054500   00      96.07  741.3     97.31     0.70    -9999
TERREADELI 000714 300  054500-055000   00      94.87  741.5     96.29    -0.40    -9999
TERREADELI 000714 300  055000-055500   00      93.67  741.5     95.16    -1.50    -9999
TERREADELI 000714 300  055500-056000   00      93.93  741.5     95.43    -1.30    -9999
TERREADELI 000714 300  060000-060500   00      95.40  741.6     97.02     0.40    -9999
TERREADELI 000714 300  060500-061000   00      95.07  741.7     96.78     0.10    -9999
TERREADELI 000714 300  061000-061500   00      93.40  741.8     95.17    -1.50    -9999
TERREADELI 000714 300  061500-062000   00      94.73  741.8     96.44    -0.20    -9999
TERREADELI 000714 300  062000-062500   00      94.67  741.8     96.37    -0.30    -9999
TERREADELI 000714 300  062500-063000   00      92.93  741.9     94.70    -2.00    -9999
TERREADELI 000714 300  063000-063500   00      95.60  741.9     97.41     0.80    -9999
TERREADELI 000714 300  063500-064000   00      94.86  741.9     96.48    -0.20    -9999
TERREADELI 000714 300  064000-064500   00      93.87  741.7     95.55    -1.10    -9999
TERREADELI 000714 300  064500-065000   00      94.40  741.7     96.10    -0.60    -9999
TERREADELI 000714 300  065000-065500   00      94.73  741.7     96.34    -0.30    -9999
TERREADELI 000714 300  065500-066000   00      95.07  741.6     96.49    -0.20    -9999
TERREADELI 000714 300  070000-070500   00      93.87  741.6     95.36    -1.30    -9999
TERREADELI 000714 300  070500-071000   00      95.00  741.6     96.42    -0.20    -9999
TERREADELI 000714 300  071000-071500   00      94.47  741.6     95.98    -0.70    -9999
TERREADELI 000714 300  071500-072000   00      95.34  741.6     96.86     0.20    -9999
TERREADELI 000714 300  072000-072500   00      94.80  741.6     96.22    -0.40    -9999
TERREADELI 000714 300  072500-073000   00      94.13  741.6     95.54    -1.10    -9999
TERREADELI 000714 300  073000-073500   00      94.60  741.7     96.21    -0.50    -9999
TERREADELI 000714 300  073500-074000   00      95.93  741.7     97.56     0.90    -9999
TERREADELI 000714 300  074000-074500   00      95.20  741.6     96.53    -0.10    -9999
TERREADELI 000714 300  074500-075000   00      95.47  741.7     97.09     0.50    -9999
TERREADELI 000714 300  075000-075500   00      94.20  741.7     95.99    -0.70    -9999
TERREADELI 000714 300  075500-076000   00      94.73  741.7     96.34    -0.30    -9999
TERREADELI 000714 300  080000-080500   00      96.53  741.8     98.37     1.80    -9999
TERREADELI 000714 300  080500-081000   00      95.53  741.8     97.35     0.70    -9999
TERREADELI 000714 300  081000-081500   00      94.87  741.8     96.48    -0.20    -9999
TERREADELI 000714 300  081500-082000   00      94.53  741.8     96.23    -0.40    -9999
TERREADELI 000714 300  082000-082500   00      95.27  741.8     96.98     0.30    -9999
TERREADELI 000714 300  082500-083000   00      94.60  741.7     96.30    -0.40    -9999
TERREADELI 000714 300  083000-083500   00      93.73  741.9     95.51    -1.20    -9999
TERREADELI 000714 300  083500-084000   00      95.93  741.8     97.66     1.00    -9999
TERREADELI 000714 300  084000-084500   00      95.53  742.0     97.44     0.80    -9999
TERREADELI 000714 300  084500-085000   00      95.40  742.0     97.21     0.60    -9999
TERREADELI 000714 300  085000-085500   00      94.07  741.9     95.85    -0.80    -9999
TERREADELI 000714 300  085500-086000   00      95.60  741.9     97.41     0.80    -9999
TERREADELI 000714 300  090000-090500   00      94.73  741.8     96.34    -0.30    -9999
TERREADELI 000714 300  090500-091000   00      95.00  741.8     96.80     0.20    -9999
TERREADELI 000714 300  091000-091500   00      96.00  741.8     97.73     1.10    -9999
TERREADELI 000714 300  091500-092000   00      95.60  741.6     97.03     0.40    -9999
TERREADELI 000714 300  092000-092500   00      95.07  741.6     96.59    -0.10    -9999
TERREADELI 000714 300  092500-093000   00      95.67  741.6     97.29     0.70    -9999
TERREADELI 000714 300  093000-093500   00      95.93  741.7     97.66     1.00    -9999
TERREADELI 000714 300  093500-094000   00      95.93  741.7     97.56     0.90    -9999
TERREADELI 000714 300  094000-094500   00      93.80  741.8     95.49    -1.20    -9999
TERREADELI 000714 300  094500-095000   00      94.20  741.7     95.80    -0.90    -9999
TERREADELI 000714 300  095000-095500   00      93.73  741.8     95.32    -1.40    -9999
TERREADELI 000714 300  095500-096000   00      94.53  741.9     96.23    -0.40    -9999
TERREADELI 000714 300  100000-100500   00      93.46  741.9     95.24    -1.50    -1.55
TERREADELI 000714 300  100500-101000   00      92.26  741.8     93.83    -2.90    -2.94
TERREADELI 000714 300  101000-101500   00      94.60  741.8     96.20    -0.50    -0.53
TERREADELI 000714 300  101500-102000   00      94.26  741.8     96.06    -0.60    -0.63
TERREADELI 000714 300  102000-102500   00      94.34  741.8     96.12    -0.50    -0.52
TERREADELI 000714 300  102500-103000   00      95.47  741.9     97.18     0.50     0.48
TERREADELI 000714 300  103000-103500   00      94.87  741.9     96.67     0.00    -0.01
TERREADELI 000714 300  103500-104000   00      98.73  741.6    100.41     3.90     3.90
TERREADELI 000714 300  104000-104500   00     104.67  741.7    106.34    10.00    10.00
TERREADELI 000714 300  104500-105000   00     111.27  741.6    113.04    17.00    17.01
TERREADELI 000714 300  105000-105500   00     114.00  741.5    115.71    19.70    19.71
TERREADELI 000714 300  105500-106000   00     117.20  741.5    119.07    23.20    23.22
TERREADELI 000714 300  110000-110500   00     117.13  741.6    118.77    22.90    22.93
TERREADELI 000714 300  110500-111000   00     120.94  741.3    122.50    26.70    26.73
TERREADELI 000714 300  111000-111500   00     120.93  741.4    122.62    26.90    26.94
TERREADELI 000714 300  111500-112000   00     120.47  741.6    122.03    26.30    26.34
TERREADELI 000714 300  112000-112500   00     119.87  741.3    121.30    25.50    25.55
TERREADELI 000714 300  112500-113000   00     118.27  741.1    119.68    23.80    23.85
TERREADELI 000714 300  113000-113500   00     120.13  741.3    121.69    25.90    25.96
TERREADELI 000714 300  113500-114000   00     119.67  741.2    121.10    25.30    25.36
TERREADELI 000714 300  114000-114500   00     118.93  741.1    120.24    24.40    24.47
TERREADELI 000714 300  114500-115000   00     118.20  740.9    119.26    23.40    23.47
TERREADELI 000714 300  115000-115500   00     117.53  740.9    118.59    22.70    22.78
TERREADELI 000714 300  115500-116000   00     114.40  740.8    115.31    19.30    19.38
TERREADELI 000714 300  120000-120500   00     114.40  740.7    115.08    19.10    19.19
TERREADELI 000714 300  120500-121000   00     114.80  740.7    115.60    19.60    19.69
TERREADELI 000714 300  121000-121500   00     112.73  740.6    113.51    17.40    17.50
TERREADELI 000714 300  121500-122000   00     112.33  740.6    113.00    16.90    17.00
TERREADELI 000714 300  122000-122500   00     111.13  740.6    111.57    15.40    15.51
TERREADELI 000714 300  122500-123000   00     112.27  740.7    113.16    17.10    17.21
TERREADELI 000714 300  123000-123500   00     109.13  740.8    110.11    13.90    14.02
TERREADELI 000714 300  123500-124000   00     109.73  740.7    110.28    14.10    14.22
TERREADELI 000714 300  124000-124500   00     109.53  740.7    110.40    14.20    14.33
TERREADELI 000714 300  124500-125000   00     109.93  740.8    111.03    14.90    15.03
TERREADELI 000714 300  125000-125500   00     108.93  740.7    109.69    13.50    13.64
TERREADELI 000714 300  125500-126000   00     108.13  740.8    108.89    12.70    12.84
TERREADELI 000714 300  130000-130500   00     107.80  740.6    108.44    12.20    12.35
TERREADELI 000714 300  130500-131000   00     108.13  740.5    108.78    12.60    12.75
TERREADELI 000714 300  131000-131500   00     108.47  740.5    109.00    12.80    12.95
TERREADELI 000714 300  131500-132000   00     106.20  740.6    106.83    10.50    10.66
TERREADELI 000714 300  132000-132500   00     106.47  740.6    107.21    10.90    11.06
TERREADELI 000714 300  132500-133000   00     106.33  740.6    106.97    10.70    10.87
TERREADELI 000714 300  133000-133500   00     104.40  740.6    104.92     8.60     8.77
TERREADELI 000714 300  133500-134000   00     103.87  740.5    104.38     8.00     8.17
TERREADELI 000714 300  134000-134500   00     107.20  740.4    107.52    11.20    11.38
TERREADELI 000714 300  134500-135000   00     104.60  740.5    105.01     8.60     8.78
TERREADELI 000714 300  135000-135500   00     105.27  740.4    105.68     9.30     9.49
TERREADELI 000714 300  135500-136000   00     105.40  740.2    105.71     9.40     9.59
TERREADELI 000714 300  140000-140500   00     104.93  740.3    105.25     8.90     9.09
TERREADELI 000714 300  140500-141000   00     103.80  740.4    104.21     7.80     8.00
TERREADELI 000714 300  141000-141500   00     102.33  740.4    102.74     6.30     6.50
TERREADELI 000714 300  141500-142000   00     104.87  740.5    105.18     8.80     9.00
TERREADELI 000714 300  142000-142500   00     105.00  740.6    105.42     9.10     9.31
TERREADELI 000714 300  142500-143000   00     103.53  740.3    103.84     7.40     7.61
TERREADELI 000714 300  143000-143500   00     103.33  740.2    103.54     7.10     7.31
TERREADELI 000714 300  143500-144000   00     104.47  740.3    104.77     8.40     8.62
TERREADELI 000714 300  144000-144500   00     102.93  740.1    103.04     6.60     6.82
TERREADELI 000714 300  144500-145000   00     103.93  740.0    104.04     7.60     7.82
TERREADELI 000714 300  145000-145500   00     103.80  740.2    104.11     7.70     7.93
TERREADELI 000714 300  145500-146000   00     102.60  740.2    102.70     6.30     6.53
TERREADELI 000714 300  150000-150500   00     102.67  740.2    102.97     6.50     6.73
TERREADELI 000714 300  150500-151000   00     103.47  740.3    103.47     7.10     7.33
TERREADELI 000714 300  151000-151500   00     101.67  740.1    101.67     5.20     5.44
TERREADELI 000714 300  151500-152000   00     103.13  740.1    103.24     6.80     7.04
TERREADELI 000714 300  152000-152500   00     102.40  740.1    102.50     6.10     6.34
TERREADELI 000714 300  152500-153000   00     100.13  740.2    100.13     3.60     3.84
TERREADELI 000714 300  153000-153500   00     101.80  740.0    101.80     5.30     5.55
TERREADELI 000714 300  153500-154000   00     101.73  740.1    102.14     5.70     5.95
TERREADELI 000714 300  154000-154500   00     103.87  740.1    104.07     7.70     7.95
TERREADELI 000714 300  154500-155000   00     102.00  740.4    102.61     6.20     6.45
TERREADELI 000714 300  155000-155500   00     101.33  740.4    102.04     5.60     5.86
TERREADELI 000714 300  155500-156000   00     100.80  740.4    101.00     4.50     4.76
TERREADELI 000714 300  160000-160500   00     100.33  740.3    100.73     4.20     4.46
TERREADELI 000714 300  160500-161000   00     100.33  740.6    100.93     4.40     4.66
TERREADELI 000714 300  161000-161500   00     101.93  740.4    102.34     5.90     6.17
TERREADELI 000714 300  161500-162000   00      98.53  740.5     99.22     2.70     2.97
TERREADELI 000714 300  162000-162500   00      99.87  740.5    100.46     3.90     4.17
TERREADELI 000714 300  162500-163000   00     100.27  740.6    101.16     4.70     4.97
TERREADELI 000714 300  163000-163500   00     101.33  740.8    102.04     5.60     5.87
TERREADELI 000714 300  163500-164000   00      99.47  740.8    100.36     3.80     4.07
TERREADELI 000714 300  164000-164500   00     101.27  740.8    101.87     5.40     5.68
TERREADELI 000714 300  164500-165000   00     100.00  740.9    100.79     4.30     4.58
TERREADELI 000714 300  165000-165500   00      99.67  740.8    100.46     3.90     4.18
TERREADELI 000714 300  165500-166000   00      99.93  740.9    100.93     4.40     4.68
TERREADELI 000714 300  170000-170500   00      99.93  740.8    100.83     4.30     4.58
TERREADELI 000714 300  170500-171000   00      97.73  740.7     98.61     2.00     2.28
TERREADELI 000714 300  171000-171500   00     100.33  740.9    101.33     4.80     5.09
TERREADELI 000714 300  171500-172000   00      99.93  740.9    100.83     4.30     4.59
TERREADELI 000714 300  172000-172500   00      98.53  740.8     99.32     2.80     3.09
TERREADELI 000714 300  172500-173000   00      99.67  740.7    100.16     3.60     3.89
TERREADELI 000714 300  173000-173500   00     100.67  740.6    101.27     4.80     5.09
TERREADELI 000714 300  173500-174000   00      99.53  740.7    100.23     3.70     3.99
TERREADELI 000714 300  174000-174500   00     101.07  740.8    101.77     5.30     5.59
TERREADELI 000714 300  174500-175000   00      99.13  740.9    100.22     3.70     3.99
TERREADELI 000714 300  175000-175500   00      99.20  741.1    100.29     3.80     4.09
TERREADELI 000714 300  175500-176000   00      97.87  740.9     98.84     2.30     2.59
TERREADELI 000714 300  180000-180500   00      98.53  741.2     99.71     3.20     3.50
TERREADELI 000714 300  180500-181000   00      98.60  741.1     99.68     3.10     3.40
TERREADELI 000714 300  181000-181500   00      98.27  741.0     99.44     2.90     3.20
TERREADELI 000714 300  181500-182000   00      99.73  741.2    100.92     4.40     4.70
TERREADELI 000714 300  182000-182500   00      98.33  741.2     99.61     3.10     3.40
TERREADELI 000714 300  182500-183000   00      98.40  741.4     99.67     3.10     3.40
TERREADELI 000714 300  183000-183500   00      98.73  741.4    100.11     3.60     3.90
TERREADELI 000714 300  183500-184000   00      99.27  741.4    100.75     4.20     4.50
TERREADELI 000714 300  184000-184500   00      98.40  741.3     99.68     3.10     3.40
TERREADELI 000714 300  184500-185000   00      96.60  741.2     97.75     1.10     1.40
TERREADELI 000714 300  185000-185500   00      96.20  741.2     97.35     0.70     1.00
TERREADELI 000714 300  185500-186000   00      96.93  741.2     98.00     1.40     1.70
TERREADELI 000714 300  190000-190500   00      96.67  741.3     97.82     1.20     1.50
TERREADELI 000714 300  190500-191000   00      98.13  741.4     99.50     2.90     3.20
TERREADELI 000714 300  191000-191500   00      98.00  741.4     99.37     2.80     3.10
TERREADELI 000714 300  191500-192000   00      95.13  741.4     96.46    -0.20     0.10
TERREADELI 000714 300  192000-192500   00      98.27  741.5     99.84     3.30     3.60
TERREADELI 000714 300  192500-193000   00      97.80  741.6     99.46     2.90     3.20
TERREADELI 000714 300  193000-193500   00      98.13  741.7    100.00     3.50     3.80
TERREADELI 000714 300  193500-194000   00      97.27  741.9     99.21     2.60     2.90
TERREADELI 000714 300  194000-194500   00      98.20  742.0    100.26     3.70     4.00
TERREADELI 000714 300  194500-195000   00      97.13  741.9     99.07     2.50     2.80
TERREADELI 000714 300  195000-195500   00      95.27  742.1     97.17     0.50     0.80
TERREADELI 000714 300  195500-196000   00      96.33  742.0     98.06     1.50     1.80
TERREADELI 000714 300  200000-200500   00      96.33  742.0     98.36     1.80     2.09
TERREADELI 000714 300  200500-201000   00      95.93  742.1     97.95     1.30     1.59
TERREADELI 000714 300  201000-201500   00      96.40  742.2     98.42     1.80     2.09
TERREADELI 000714 300  201500-202000   00      95.00  742.1     97.19     0.60     0.89
TERREADELI 000714 300  202000-202500   00      96.33  742.2     98.45     1.90     2.19
TERREADELI 000714 300  202500-203000   00      96.46  742.1     98.40     1.80     2.09
TERREADELI 000714 300  203000-203500   00      97.27  742.2     99.61     3.10     3.39
TERREADELI 000714 300  203500-204000   00      95.93  742.3     98.04     1.40     1.69
TERREADELI 000714 300  204000-204500   00      96.80  742.1     98.83     2.30     2.59
TERREADELI 000714 300  204500-205000   00      95.27  742.1     97.56     0.90     1.19
TERREADELI 000714 300  205000-205500   00      95.93  742.3     98.14     1.50     1.78
TERREADELI 000714 300  205500-206000   00      95.07  742.3     97.26     0.60     0.88
TERREADELI 000714 300  210000-210500   00      97.33  742.4     99.68     3.10     3.38
TERREADELI 000714 300  210500-211000   00      95.40  742.5     97.79     1.20     1.48
TERREADELI 000714 300  211000-211500   00      94.27  742.4     96.72     0.10     0.38
TERREADELI 000714 300  211500-212000   00      95.60  742.5     98.09     1.50     1.78
TERREADELI 000714 300  212000-212500   00      96.33  742.6     98.75     2.20     2.48
TERREADELI 000714 300  212500-213000   00      94.60  742.6     97.26     0.60     0.87
TERREADELI 000714 300  213000-213500   00      94.73  742.7     97.30     0.70     0.97
TERREADELI 000714 300  213500-214000   00      94.33  742.7     96.89     0.20     0.47
TERREADELI 000714 300  214000-214500   00      95.67  742.8     98.36     1.80     2.07
TERREADELI 000714 300  214500-215000   00      95.27  742.7     97.65     1.00     1.27
TERREADELI 000714 300  215000-215500   00      94.40  742.8     97.05     0.40     0.66
TERREADELI 000714 300  215500-216000   00      95.94  742.8     98.73     2.20     2.46
TERREADELI 000714 300  220000-220500   00      95.33  742.8     98.11     1.50     1.76
TERREADELI 000714 300  220500-221000   00      93.13  742.5     95.47    -1.20    -0.94
TERREADELI 000714 300  221000-221500   00      95.20  742.5     97.49     0.90     1.16
TERREADELI 000714 300  221500-222000   00      96.53  742.5     99.25     2.70     2.95
TERREADELI 000714 300  222000-222500   00      96.54  742.6     99.05     2.50     2.75
TERREADELI 000714 300  222500-223000   00      93.73  742.7     96.27    -0.40    -0.15
TERREADELI 000714 300  223000-223500   00      94.13  742.6     96.59    -0.10     0.15
TERREADELI 000714 300  223500-224000   00      95.73  742.5     98.13     1.50     1.74
TERREADELI 000714 300  224000-224500   00      96.20  742.5     98.51     1.90     2.14
TERREADELI 000714 300  224500-225000   00      93.67  742.5     95.92    -0.80    -0.56
TERREADELI 000714 300  225000-225500   00      95.20  742.4     97.59     1.00     1.24
TERREADELI 000714 300  225500-226000   00      93.93  742.5     96.29    -0.40    -0.17
TERREADELI 000714 300  230000-230500   00      94.73  742.4     97.11     0.50     0.73
TERREADELI 000714 300  230500-231000   00      96.40  742.5     98.91     2.30    -9999
TERREADELI 000714 300  231000-231500   00      95.93  742.5     98.34     1.70    -9999
TERREADELI 000714 300  231500-232000   00      95.27  742.4     97.56     0.90    -9999
TERREADELI 000714 300  232000-232500   00      96.00  742.4     98.41     1.80    -9999
TERREADELI 000714 300  232500-233000   00      96.60  742.4     98.92     2.30    -9999
TERREADELI 000714 300  233000-233500   00      94.93  742.5     97.21     0.60    -9999
TERREADELI 000714 300  233500-234000   00      94.20  742.5     96.56    -0.10    -9999
TERREADELI 000714 300  234000-234500   00      94.33  742.4     96.70     0.10    -9999
TERREADELI 000714 300  234500-235000   00      94.13  742.7     96.68     0.00    -9999
TERREADELI 000714 300  235000-235500   00      95.20  742.6     97.68     1.10    -9999
TERREADELI 000714 300  235500-240000   00      94.87  742.7     97.53     0.90    -9999
TERREADELI 000715 300  000000-000500   00      95.07  742.7     97.53     0.90    -9999
TERREADELI 000715 300  000500-001000   00      94.80  742.9     97.40     0.80    -9999
TERREADELI 000715 300  001000-001500   00      93.27  742.8     95.80    -0.90    -9999
TERREADELI 000715 300  001500-002000   00      93.93  742.8     96.53    -0.10    -9999
TERREADELI 000715 300  002000-002500   00      94.13  742.9     96.73     0.10    -9999
TERREADELI 000715 300  002500-003000   00      92.87  742.9     95.47    -1.20    -9999
TERREADELI 000715 300  003000-003500   00      93.27  742.9     95.87    -0.80    -9999
TERREADELI 000715 300  003500-004000   00      94.80  742.9     97.40     0.80    -9999
TERREADELI 000715 300  004000-004500   00      94.20  742.9     96.80     0.20    -9999
TERREADELI 000715 300  004500-005000   00      93.80  742.7     96.20    -0.50    -9999
TERREADELI 000715 300  005000-005500   00      92.13  742.9     94.73    -2.00    -9999
TERREADELI 000715 300  005500-010000   00      94.80  742.9     97.40     0.80    -9999
TERREADELI 000715 300  010000-010500   00      95.20  743.0     98.00     1.40    -9999
TERREADELI 000715 300  010500-011000   00      95.20  743.2     98.20     1.60    -9999
TERREADELI 000715 300  011000-011500   00      93.13  743.2     96.00    -0.70    -9999
TERREADELI 000715 300  011500-012000   00      94.80  743.2     97.80     1.20    -9999
TERREADELI 000715 300  012000-012500   00      93.53  742.9     96.13    -0.50    -9999
TERREADELI 000715 300  012500-013000   00      92.40  743.1     95.20    -1.50    -9999
TERREADELI 000715 300  013000-013500   00      94.27  743.2     97.27     0.60    -9999
TERREADELI 000715 300  013500-014000   00      93.60  743.3     96.60    -0.10    -9999
TERREADELI 000715 300  014000-014500   00      92.93  743.4     96.00    -0.70    -9999
TERREADELI 000715 300  014500-015000   00      92.13  743.6     95.33    -1.40    -9999
TERREADELI 000715 300  015000-015500   00      93.27  743.5     96.47    -0.20    -9999
TERREADELI 000715 300  015500-020000   00      93.13  743.6     96.40    -0.30    -9999
TERREADELI 000715 300  020000-020500   00      94.40  743.5     97.60     1.00    -9999
TERREADELI 000715 300  020500-021000   00      93.80  743.6     97.07     0.40    -9999
TERREADELI 000715 300  021000-021500   00      93.40  743.9     97.00     0.40    -9999
TERREADELI 000715 300  021500-022000   00      93.93  744.1     97.73     1.10    -9999
TERREADELI 000715 300  022000-022500   00      92.00  743.9     95.53    -1.20    -9999
TERREADELI 000715 300  022500-023000   00      93.73  744.2     97.60     1.00    -9999
TERREADELI 000715 300  023000-023500   00      91.73  744.0     95.33    -1.40    -9999
TERREADELI 000715 300  023500-024000   00      92.00  744.5     96.13    -0.50    -9999
TERREADELI 000715 300  024000-024500   00      92.13  744.5     96.27    -0.40    -9999
TERREADELI 000715 300  024500-025000   00      91.47  744.7     95.73    -1.00    -9999
TERREADELI 000715 300  025000-025500   00      91.47  744.9     95.93    -0.70    -9999
TERREADELI 000715 300  025500-030000   00      91.87  745.0     96.47    -0.20    -9999
TERREADELI 000715 300  030000-030500   00      91.20  745.0     95.80    -0.90    -9999
TERREADELI 000715 300  030500-031000   00      92.87  745.3     97.80     1.20    -9999
TERREADELI 000715 300  031000-031500   00      91.07  745.6     96.13    -0.50    -9999
TERREADELI 000715 300  031500-032000   00      92.80  745.8     98.20     1.60    -9999
TERREADELI 000715 300  032000-032500   00      91.07  745.5     96.07    -0.60    -9999
TERREADELI 000715 300  032500-033000   00      91.00  745.8     96.27    -0.40    -9999
TERREADELI 000715 300  033000-033500   00      90.60  746.0     96.07    -0.60    -9999
TERREADELI 000715 300  033500-034000   00      90.20  746.0     95.60    -1.10    -9999
TERREADELI 000715 300  034000-034500   00      89.87  746.3     95.53    -1.20    -9999
TERREADELI 000715 300  034500-035000   00      89.67  746.1     95.13    -1.60    -9999
TERREADELI 000715 300  035000-035500   00      91.87  745.9     97.33     0.70    -9999
TERREADELI 000715 300  035500-040000   00      90.20  745.9     95.47    -1.20    -9999
TERREADELI 000715 300  040000-040500   00      90.73  746.0     96.20    -0.50    -9999
TERREADELI 000715 300  040500-041000   00      91.67  746.0     97.20     0.60    -9999
TERREADELI 000715 300  041000-041500   00      91.13  746.1     96.73     0.10    -9999
TERREADELI 000715 300  041500-042000   00      90.13  746.3     95.87    -0.80    -9999
TERREADELI 000715 300  042000-042500   00      90.27  746.3     96.00    -0.70    -9999
TERREADELI 000715 300  042500-043000   00      91.20  746.4     97.00     0.40    -9999
TERREADELI 000715 300  043000-043500   00      89.73  746.6     95.73    -1.00    -9999
TERREADELI 000715 300  043500-044000   00      92.13  746.6     98.27     1.70    -9999
TERREADELI 000715 300  044000-044500   00      89.27  746.4     94.93    -1.80    -9999
TERREADELI 000715 300  044500-045000   00      90.67  746.5     96.60    -0.10    -9999
TERREADELI 000715 300  045000-045500   00      91.20  746.6     97.27     0.60    -9999
